name,url,img,price,quantity,unitPrice,servingSize,kilojoules,protein,fat,fatSaturated,carb,sugar,sodium
Ready Set…Cook! RSPCA Approved Chicken Wings,https://www.aldi.com.au/en/groceries/super-savers/super-savers-detail/ps/p/ready-setcook-rspca-approved-chicken-wings-550g/,https://www.aldi.com.au/fileadmin/_processed_/c/6/csm_2723_SSV_MEAT_1x1_1_RET_32e57050a1.png,6.99,0.55,12.71
The Fishmonger Wild Caught Australian Snapper Fillets,https://www.aldi.com.au/en/groceries/super-savers/super-savers-detail/ps/p/the-fishmonger-wild-caught-australian-snapper-fill-6/,https://www.aldi.com.au/fileadmin/_processed_/4/7/csm_2723_SSV_MEAT_1x1_3_RET_45710588e2.png,9.99,0.26,38.42
The Fishmonger Melt in the Middle Fish Cakes,https://www.aldi.com.au/en/groceries/super-savers/super-savers-detail/ps/p/the-fishmonger-melt-in-the-middle-fish-cakes-2pk29-17/,https://www.aldi.com.au/fileadmin/_processed_/1/6/csm_1002110-1_JUNE_SSV_B2_1x1_228x128_1_RET_e50bcdba36.png,4,0.29,13.79
Elmsbury Potato Pies,https://www.aldi.com.au/en/groceries/super-savers/super-savers-detail/ps/p/elmsbury-potato-pies-2pk440g-1/,https://www.aldi.com.au/fileadmin/_processed_/4/6/csm_1002110-JUNE_SSV_B1_1x1_228x128_3_RET_38db049a90.png,4,0.44,9.09
Food Envy Italian Family Desserts,https://www.aldi.com.au/en/groceries/super-savers/super-savers-detail/ps/p/food-envy-italian-family-desserts-500g-2/,https://www.aldi.com.au/fileadmin/_processed_/1/a/csm_1002110-JUNE_SSV_B1_1x1_228x128_4_RET_292a59b452.png,4.5,0.5,9
World Kitchen Garlic Naan Bread,https://www.aldi.com.au/en/groceries/super-savers/super-savers-detail/ps/p/world-kitchen-garlic-naan-bread-360g/,https://www.aldi.com.au/fileadmin/_processed_/8/4/csm_1002110-JUNE_SSV_B1_1x1_228x128_5_RET_37ad251d9f.png,2.5,0.36,6.94
Bakers Life Italian Style Pizza Base,https://www.aldi.com.au/en/groceries/super-savers/super-savers-detail/ps/p/bakers-life-italian-style-pizza-base-2pk400g-1/,https://www.aldi.com.au/fileadmin/_processed_/6/2/csm_1002110-JUNE_SSV_B1_1x1_228x128_6_RET_b8d7c8858c.png,2.5,0.4,6.25
Knoppers Nutbar,https://www.aldi.com.au/en/groceries/super-savers/super-savers-detail/ps/p/knoppers-nutbar-3pk120g-1/,https://www.aldi.com.au/fileadmin/_processed_/6/8/csm_1002110-JUNE_SSV_B1_1x1_228x128_8_RET_1bf1033a6b.png,1,0.12,8.33
Belmont Biscuit Co. Gluten Free Coconut Macaroons,https://www.aldi.com.au/en/groceries/super-savers/super-savers-detail/ps/p/belmont-biscuit-co-gluten-free-coconut-macaroons-1/,https://www.aldi.com.au/fileadmin/_processed_/4/4/csm_1002110-JUNE_SSV_B1_1x1_228x128_9_RET_c788ca3456.png,1.4,0.16,8.75
Hillcrest Gourmet Protein Bars,https://www.aldi.com.au/en/groceries/super-savers/super-savers-detail/ps/p/hillcrest-gourmet-protein-bars-5pk200g-4/,https://www.aldi.com.au/fileadmin/_processed_/d/b/csm_1002110-JUNE_SSV_B1_1x1_228x128_10_RET_b2d2883a0a.png,3,0.2,15
Moser Roth Dark Chocolate,https://www.aldi.com.au/en/groceries/super-savers/super-savers-detail/ps/p/moser-roth-dark-chocolate-125g/,https://www.aldi.com.au/fileadmin/_processed_/e/d/csm_1002110-JUNE_SSV_B1_1x1_228x128_11_RET_088c95acf0.png,2.5,0.125,20
Moser Roth Orange & Almond or Dark Hazelnut Chocolate,https://www.aldi.com.au/en/groceries/super-savers/super-savers-detail/ps/p/moser-roth-orange-almond-or-dark-hazelnut-chocolat/,https://www.aldi.com.au/fileadmin/_processed_/7/6/csm_1002110-JUNE_SSV_B1_1x1_228x128_12_RET_ba8a5e87ff.png,2.5,0.125,20
Lacura Verde Hand Wash,https://www.aldi.com.au/en/groceries/super-savers/super-savers-detail/ps/p/lacura-verde-hand-wash-500ml/,https://www.aldi.com.au/fileadmin/_processed_/d/c/csm_1002110-JUNE_SSV_B1_1x1_228x128_14_RET_9bae0d5151.png,4.5,0.5,9
Pantene Shampoo or Conditioner,https://www.aldi.com.au/en/groceries/super-savers/super-savers-detail/ps/p/pantene-shampoo-or-conditioner-300ml-2/,https://www.aldi.com.au/fileadmin/_processed_/e/9/csm_1002110-JUNE_SSV_B1_1x1_228x128_15_RET_ac8ac72950.png,5.5,0.3,18.33
Corte Carista Montepulciano D’Abruzzo DOC,https://www.aldi.com.au/en/groceries/super-savers/super-savers-detail/ps/p/corte-carista-montepulciano-dabruzzo-doc-750ml/,https://www.aldi.com.au/fileadmin/_processed_/d/0/csm_1002110-JUNE_SSV_B1_1x1_228x128_16_RET_70eff1ad6d.png,9,0.75,12
One Road Shiraz,https://www.aldi.com.au/en/groceries/super-savers/super-savers-detail/ps/p/one-road-shiraz-750ml-1/,https://www.aldi.com.au/fileadmin/_processed_/5/1/csm_1002110-JUNE_SSV_B1_1x1_228x128_17_RET_9df035af16.png,6,0.75,8
Sweet Sensations Peanut Brittle or Butter Fudge,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/sweet-sensations-peanut-brittle-or-butter-fudge-12/,https://www.aldi.com.au/fileadmin/_processed_/6/4/csm_1001961-2_SEASONAL_1x1_228x128_B3_1_RET_7d0cccfce7.png,3.99,0.15,26.6
Mr Rice Rice Noodles Thai or Vermicelli,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/mr-rice-rice-noodles-thai-or-vermicelli-200g250g/,https://www.aldi.com.au/fileadmin/_processed_/0/b/csm_1001961-2_SEASONAL_1x1_228x128_B3_2_RET_accc0d6ec8.png,1.39,0.25,5.56
Koka Spicy Beef Noodles,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/koka-spicy-beef-noodles-425g/,https://www.aldi.com.au/fileadmin/_processed_/7/b/csm_1001961-2_SEASONAL_1x1_228x128_B3_3_RET_18bfba2c80.png,3.99,0.425,9.39
Koka Spicy Prawn Noodles,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/koka-spicy-prawn-noodles-425g/,https://www.aldi.com.au/fileadmin/_processed_/5/f/csm_1001961-2_SEASONAL_1x1_228x128_B3_4_RET_e0165a5509.png,3.99,0.425,9.39
Belmont Biscuit Co. Mini Melting Moments Passionfruit,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/belmont-biscuit-co-mini-melting-moments-passionfru/,https://www.aldi.com.au/fileadmin/_processed_/f/0/csm_1001961-2_SEASONAL_1x1_228x128_B3_5_RET_0ad0aa8a76.png,3.29,0.12,27.42
Belmont Biscuit Co. Jam Daisies,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/belmont-biscuit-co-jam-daisies-6pk200g/,https://www.aldi.com.au/fileadmin/_processed_/6/6/csm_1001961-2_SEASONAL_1x1_228x128_B3_6_RET_985e33cbba.png,2.7,0.2,13.5
Bertie Beetle Mini Choc Sticks,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/bertie-beetle-mini-choc-sticks-6pk360ml/,https://www.aldi.com.au/fileadmin/_processed_/e/f/csm_1001961-2_SEASONAL_1x1_228x128_B3_11_RET_6554c7d244.png,4.99,0.36,13.86
Monarc Silver Scoop Choc Chip Mint,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/monarc-silver-scoop-choc-chip-mint-2l/,https://www.aldi.com.au/fileadmin/_processed_/9/e/csm_1001961-2_SEASONAL_1x1_228x128_B3_12_RET_8e159dea5a.png,5.69,1.996,2.85
Specially Selected Mocha Coffee Syrup & Cookie Crumb,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/specially-selected-mocha-coffee-syrup-cookie-crumb/,https://www.aldi.com.au/fileadmin/_processed_/4/8/csm_1001961-2_SEASONAL_1x1_228x128_B3_13_RET_4f1ecd0cc5.png,5.99,0.36,16.64
Milfina Plat-A-Pops Bubblegum,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/milfina-plat-a-pops-bubblegum-10pk700ml/,https://www.aldi.com.au/fileadmin/_processed_/c/2/csm_1001961-2_SEASONAL_1x1_228x128_B3_14_RET_R_34efda6188.png,4.99,0.7,7.13
Kapiti Sticky Date & Spiced Caramel Ice Cream,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/kapiti-sticky-date-spiced-caramel-ice-cream-1l/,https://www.aldi.com.au/fileadmin/_processed_/6/d/csm_1001961-2_SEASONAL_1x1_228x128_B3_15_RET_5cbe335400.png,7.99,1,7.99
Milfina Mix Bix Variety Pack,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/milfina-mix-bix-variety-pack-8pk631ml/,https://www.aldi.com.au/fileadmin/_processed_/8/4/csm_1001961-2_SEASONAL_1x1_228x128_B3_16_RET_R_dde929063f.png,4.99,0.631,7.91
Sweet Haven Strudels Assorted Varieties,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/sweet-haven-strudels-assorted-varieties-600g/,https://www.aldi.com.au/fileadmin/_processed_/e/e/csm_1001961-2_SEASONAL_1x1_228x128_B3_17_RET_R_aca3264fd3.png,5.49,0.6,9.15
The Soup Co. Minestrone or Veg Soup,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/the-soup-co-minestrone-or-veg-soup-500g-505g/,https://www.aldi.com.au/fileadmin/_processed_/8/b/csm_1001961-2_SEASONAL_1x1_228x128_B3_18_RET_8f8b713613.png,1.89,0.505,3.74
The Fresh Veggie Co Teriyaki Stir Fry Kit,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/the-fresh-veggie-co-teriyaki-stir-fry-kit-350g/,https://www.aldi.com.au/fileadmin/_processed_/0/3/csm_1001961-2_SEASONAL_1x1_228x128_B3_19_RET_2870b8790e.png,3.99,0.35,11.4
Knoppers NutBar 3pk,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/knoppers-nutbar-3pk-120g/,https://www.aldi.com.au/fileadmin/_processed_/2/7/csm_1001961-2_SEASONAL_1x1_228x128_B2_1_RET_6f181ba3e1.jpg,1,0.12,8.33
McVitie's Digestives Choc Tops Milk Chocolate,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/mcvities-digestives-choc-tops-milk-chocolate-100g/,https://www.aldi.com.au/fileadmin/_processed_/c/d/csm_1001961-2_SEASONAL_1x1_228x128_B2_2_RET_f71c4efb29.jpg,1.59,0.1,15.9
McVitie's Digestives Choc Tops Dark Chocolate,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/mcvities-digestives-choc-tops-dark-chocolate-100g/,https://www.aldi.com.au/fileadmin/_processed_/7/0/csm_1001961-2_SEASONAL_1x1_228x128_B2_3_RET_9a13554e5a.jpg,1.59,0.1,15.9
McVitie's Digestive Thins Milk Chocolate,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/mcvities-digestive-thins-milk-chocolate-150g/,https://www.aldi.com.au/fileadmin/_processed_/4/5/csm_1001961-2_SEASONAL_1x1_228x128_B2_5_RET_1346cd727c.jpg,2.99,0.15,19.93
McVitie's Digestive Thins Dark Chocolate,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/mcvities-digestive-thins-dark-chocolate-150g/,https://www.aldi.com.au/fileadmin/_processed_/b/5/csm_1001961-2_SEASONAL_1x1_228x128_B2_6_RET_956c99dab8.jpg,2.99,0.15,19.93
Schulstad Mini Croissants,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/schulstad-mini-croissants-8pk160g/,https://www.aldi.com.au/fileadmin/_processed_/2/3/csm_1001961-2_SEASONAL_1x1_228x128_B2_8_RET_c2ee3fef02.jpg,3.49,0.16,21.81
Streets Viennetta Birthday Cake,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/streets-viennetta-birthday-cake-650ml/,https://www.aldi.com.au/fileadmin/_processed_/7/9/csm_1001961-2_SEASONAL_1x1_228x128_B2_10_RET_9a6a35f8d0.jpg,5.99,0.65,9.22
Streets Cyclone,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/streets-cyclone-6pk516ml/,https://www.aldi.com.au/fileadmin/_processed_/f/4/csm_1001961-2_SEASONAL_1x1_228x128_B2_11_RET_2209491862.jpg,5.99,0.516,11.61
Diego's Street Taco,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/diegos-street-taco-15pk450g/,https://www.aldi.com.au/fileadmin/_processed_/3/8/csm_1001961-2_SEASONAL_1x1_228x128_B2_12_RET_0803e1183f.jpg,3.99,0.45,8.87
Urban Eats Pho Bowl Chicken or Vegetable,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/urban-eats-pho-bowl-chicken-or-vegetable-75g/,https://www.aldi.com.au/fileadmin/_processed_/7/e/csm_1001961-2_SEASONAL_1x1_228x128_9_RET_68398dbc97.png,1.99,0.075,26.53
New Season Whole Baby Beets,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/new-season-whole-baby-beets-330g/,https://www.aldi.com.au/fileadmin/_processed_/f/a/csm_1001961-2_SEASONAL_1x1_228x128_12_RET_54bb10b607.png,1.99,0.33,6.03
Ocean Rise Smoked Sardine Sprats Oil Hot Chilli or Tomato Sauce,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/ocean-rise-smoked-sardine-sprats-oil-hot-chilli-or/,https://www.aldi.com.au/fileadmin/_processed_/8/f/csm_1001961-2_SEASONAL_1x1_228x128_15_RET_8a5f142b35.png,2.49,0.11,22.64
White Mill Self Saucing Pudding Mix Chocolate Butterscotch or Sticky Date,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/white-mill-self-saucing-pudding-mix-chocolate-butt/,https://www.aldi.com.au/fileadmin/_processed_/9/6/csm_1001961-2_SEASONAL_1x1_228x128_16_RET_64f1d3e2fe.png,1.99,0.26,7.65
Emporium Selection Crumbed Camembert with Cranberry Dip,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/emporium-selection-crumbed-camembert-with-cranberr/,https://www.aldi.com.au/fileadmin/_processed_/0/3/csm_1001961-2_SEASONAL_1x1_228x128_19_RET_03ede04d05.png,4.49,0.2,22.45
Dairy Fine Milk Chocolate Bites Coated Salted Pretzel or Peanut & Flake Clusters,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/dairy-fine-milk-chocolate-bites-coated-salted-pret/,https://www.aldi.com.au/fileadmin/_processed_/6/d/csm_1001961-2_SEASONAL_1x1_228x128_21_RET_2565abd6d0.png,2.49,0.11,22.64
Milfina Tropical Stackerz,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/milfina-tropical-stackerz-8pk530ml/,https://www.aldi.com.au/fileadmin/_processed_/6/b/csm_1001961-2_SEASONAL_1x1_228x128_30_RET_6560c8b5e7.png,4.99,0.53,9.42
Farmwood Southern Style Chicken Tenders,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/farmwood-southern-style-chicken-tenders-1kg/,https://www.aldi.com.au/fileadmin/_processed_/c/2/csm_1001961-2_SEASONAL_1x1_228x128_33_RET_68d1c76041.png,9.99,1,9.99
Forresters Bar Mix,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/forresters-bar-mix-375g/,https://www.aldi.com.au/fileadmin/_processed_/3/a/csm_1001961-2_SEASONAL_1x1_228x128_41_RET_8005e4a9ed.png,3.99,0.375,10.64
Hart & Soul Pouched Soups,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/hart-soul-pouched-soups-400g/,https://www.aldi.com.au/fileadmin/_processed_/1/f/csm_1001961-2_SEASONAL_1x1_228x128_42_RET_979e9df7d6.png,3.3,0.4,8.25
McKormick Air Fryer Seasonings,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/mckormick-air-fryer-seasonings-85g95g/,https://www.aldi.com.au/fileadmin/_processed_/9/2/csm_1001961-2_SEASONAL_1x1_228x128_43_RET_d8647b7c6b.png,2.29,0.095,24.11
Juice Lab Immunity Shots,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/juice-lab-immunity-shots-180ml/,https://www.aldi.com.au/fileadmin/_processed_/2/9/csm_1001961-2_SEASONAL_1x1_228x128_B3_10_RET_aa836a91b3.png,5.99,0.18,33.28
Dairy Fine Drinking Chocolate,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/dairy-fine-drinking-chocolate-400g/,https://www.aldi.com.au/fileadmin/_processed_/1/8/csm_1001961-2_SEASONAL_1x1_228x128_2_RET_d4456d2a23.png,2.99,0.4,7.48
Aveeno Daily Moisture Body Wash,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/aveeno-daily-moisture-body-wash-354ml/,https://www.aldi.com.au/fileadmin/_processed_/7/f/csm_1001961-2_SEASONAL_1x1_228x128_27_RET_3624fdbc90.png,7,0.354,19.77
Schick Hydro Silk Touch,https://www.aldi.com.au/en/groceries/seasonal-range/seasonal-range-detail/ps/p/schick-hydro-silk-touch-3pk/,https://www.aldi.com.au/fileadmin/_processed_/6/c/csm_1001961-2_SEASONAL_1x1_228x128_28_RET_a36897757c.png,9.49,3.003,3.16
Choceur Chocolate Bits,https://www.aldi.com.au/en/groceries/price-reductions/reductions-detail/ps/p/choceur-chocolate-bits-250g/,https://www.aldi.com.au/fileadmin/_processed_/0/0/csm_1002153_REDUCTIONS_R21_1x1_228x128_1_RET_9c31ce54c9.png,2.2,0.25,8.8
Tricare Instant Hand Sanitiser,https://www.aldi.com.au/en/groceries/price-reductions/reductions-detail/ps/p/tricare-instant-hand-sanitiser-250ml-4/,https://www.aldi.com.au/fileadmin/_processed_/9/9/csm_1002153_REDUCTIONS_R20_1x1_228x128_1_RET_f9537d61a3.png,2,0.25,8
Tricare Foaming Hand Wash Refill,https://www.aldi.com.au/en/groceries/price-reductions/reductions-detail/ps/p/tricare-foaming-hand-wash-refill-500ml-1/,https://www.aldi.com.au/fileadmin/_processed_/0/3/csm_1002153_REDUCTIONS_R19_1x1_228x128_1_RET_b97254b120.png,1,0.5,2
White Mill Vanilla Extract,https://www.aldi.com.au/en/groceries/price-reductions/reductions-detail/ps/p/white-mill-vanilla-extract-100ml/,https://www.aldi.com.au/fileadmin/_processed_/3/f/csm_1002153_REDUCTIONS_R19_1x1_228x128_2_RET_bff0bd22ed.png,4.5,0.1,45
Deli Originals Greek Style Dolmades,https://www.aldi.com.au/en/groceries/price-reductions/reductions-detail/ps/p/deli-originals-greek-style-dolmades-280g/,https://www.aldi.com.au/fileadmin/_processed_/0/5/csm_1002153_REDUCTIONS_R18_1x1_228x128_2_RET_d45eed554f.png,3.2,0.28,11.43
Emporium Selection Goats Cheese Sliced,https://www.aldi.com.au/en/groceries/price-reductions/reductions-detail/ps/p/emporium-selection-goats-cheese-sliced-150g/,https://www.aldi.com.au/fileadmin/_processed_/7/c/csm_1002153_REDUCTIONS_R17_1x1_228x128_1_RET_a638f79092.png,4.4,0.15,29.33
The Fresh Salad Co Baby Spinach & Rocket,https://www.aldi.com.au/en/groceries/price-reductions/reductions-detail/ps/p/the-fresh-salad-co-baby-spinach-rocket-120g/,https://www.aldi.com.au/fileadmin/_processed_/9/e/csm_1002153_REDUCTIONS_R16_1x1_228x128_1_RET_e9231884e2.png,1.5,0.12,12.5
The Fresh Salad Co Rocket,https://www.aldi.com.au/en/groceries/price-reductions/reductions-detail/ps/p/the-fresh-salad-co-rocket-120g/,https://www.aldi.com.au/fileadmin/_processed_/6/e/csm_1002153_REDUCTIONS_R16_1x1_228x128_2_RET_d1b6edd05f.png,1.5,0.12,12.5
The Fresh Salad Co Superleaf Salad Mix,https://www.aldi.com.au/en/groceries/price-reductions/reductions-detail/ps/p/the-fresh-salad-co-superleaf-salad-mix-120g/,https://www.aldi.com.au/fileadmin/_processed_/3/8/csm_1002153_REDUCTIONS_R16_1x1_228x128_3_RET_d81e808aa2.png,1.5,0.12,12.5
The Fresh Salad Co Baby Leaf Blend,https://www.aldi.com.au/en/groceries/price-reductions/reductions-detail/ps/p/the-fresh-salad-co-baby-leaf-blend-300g/,https://www.aldi.com.au/fileadmin/_processed_/8/9/csm_1002153_REDUCTIONS_R16_1x1_228x128_4_RET_84388ef643.png,3.5,0.3,11.67
White Mill Cornflour,https://www.aldi.com.au/en/groceries/price-reductions/reductions-detail/ps/p/white-mill-cornflour-500g/,https://www.aldi.com.au/fileadmin/_processed_/0/a/csm_1002153_REDUCTIONS_R16_1x1_228x128_5_RET_5161ee5864.jpg,2.1,0.5,4.2
The Fresh Salad Co Baby Spinach,https://www.aldi.com.au/en/groceries/price-reductions/reductions-detail/ps/p/the-fresh-salad-co-baby-spinach-120g-5/,https://www.aldi.com.au/fileadmin/_processed_/4/3/csm_1000341-15_REDUCTIONS_FUTURE-PRICE-_RND15__1x1_228x128_1_RET_ba404bd6b1.png,1.5,0.12,12.5
The Fresh Salad Co Baby Spinach,https://www.aldi.com.au/en/groceries/price-reductions/reductions-detail/ps/p/the-fresh-salad-co-baby-spinach-280g/,https://www.aldi.com.au/fileadmin/_processed_/1/4/csm_1000341-15_REDUCTIONS_FUTURE-PRICE-_RND15__1x1_228x128_2_RET_3421421a75.png,3.5,0.28,12.5
Farmwood Chicken Breast T-Rex Bites,https://www.aldi.com.au/en/groceries/price-reductions/reductions-detail/ps/p/farmwood-chicken-breast-t-rex-bites-1kg/,https://www.aldi.com.au/fileadmin/_processed_/c/2/csm_1000341-12_REDUCTIONS_FUTURE-PRICE-_RND12__1x1_228x128_2_RET_ad27cb9422.png,9.5,1,9.5
Dominion Naturals Ropes,https://www.aldi.com.au/en/groceries/price-reductions/reductions-detail/ps/p/dominion-naturals-ropes-8pk160g/,https://www.aldi.com.au/fileadmin/_processed_/e/e/csm_1000341-10_REDUCTIONS_FUTURE-PRICE-_RND10__1x1_228x128_1_RET_a291c05f97.png,3.3,0.16,20.63
Dominion Naturals Shapes,https://www.aldi.com.au/en/groceries/price-reductions/reductions-detail/ps/p/dominion-naturals-shapes-8pk160g/,https://www.aldi.com.au/fileadmin/_processed_/3/c/csm_1000341-10_REDUCTIONS_FUTURE-PRICE-_RND10__1x1_228x128_2_RET_8be1dd4597.png,3.3,0.16,20.63
The Cake Stall Muffin Bars,https://www.aldi.com.au/en/groceries/price-reductions/reductions-detail/ps/p/the-cake-stall-muffin-bars-10pk420g/,https://www.aldi.com.au/fileadmin/_processed_/f/3/csm_1000341-9_REDUCTIONS_FUTURE-PRICE-_RND9__1x1_228x128_1_RET_a3c2ba0bc4.png,4.7,0.42,11.19
Ocean Royale Calamari Rings,https://www.aldi.com.au/en/groceries/price-reductions/reductions-detail/ps/p/ocean-royale-calamari-rings-400g/,https://www.aldi.com.au/fileadmin/_processed_/5/7/csm_1000341-8_REDUCTIONS_FUTURE-PRICE-_RND8__1x1_228x128_RET_ba412f86ea.png,4.5,0.4,11.25
Ocean Royale Wild Raw Peeled Prawns,https://www.aldi.com.au/en/groceries/price-reductions/reductions-detail/ps/p/ocean-royale-wild-raw-peeled-prawns-500g-1/,https://www.aldi.com.au/fileadmin/_processed_/b/f/csm_1000341-7_REDUCTIONS_FUTURE-PRICE-_RND7__1x1_228x128__6817a5ece1.jpg,18,0.5,36
Ocean Royale Salmon Wellington,https://www.aldi.com.au/en/groceries/price-reductions/reductions-detail/ps/p/ocean-royale-salmon-wellington-280g/,https://www.aldi.com.au/fileadmin/_processed_/5/a/csm_1000341-7_REDUCTIONS_FUTURE-PRICE-_RND7__1x1_228x128_2_b296e20085.jpg,6,0.28,21.43
Elmsbury Crispy Microwave Sausage Roll,https://www.aldi.com.au/en/groceries/price-reductions/reductions-detail/ps/p/elmsbury-crispy-microwave-sausage-roll-1pk175g-1/,https://www.aldi.com.au/fileadmin/_processed_/2/1/csm_1000341-6_REDUCTIONS_FUTURE-PRICE-_RND6__1x1_228x128__3dc28c84e5.jpg,1.3,0.175,7.43
My Dog Dog Food,https://www.aldi.com.au/en/groceries/price-reductions/reductions-detail/ps/p/my-dog-dog-food-85g/,https://www.aldi.com.au/fileadmin/_processed_/4/0/csm_1000341-6_REDUCTIONS_FUTURE-PRICE-_RND6__1x1_228x128_2_7b09828f24.jpg,1.2,0.085,14.12
Ocean Royale Cooked Prawn Cutlets,https://www.aldi.com.au/en/groceries/price-reductions/reductions-detail/ps/p/ocean-royale-cooked-prawn-cutlets-500g/,https://www.aldi.com.au/fileadmin/_processed_/c/7/csm_1000341-6_REDUCTIONS_FUTURE-PRICE-_RND6__1x1_228x128_3_78074ae919.jpg,12,0.5,24
Forresters Roasted & Salted Macadamias,https://www.aldi.com.au/en/groceries/price-reductions/reductions-detail/ps/p/forresters-roasted-salted-macadamias-400g/,https://www.aldi.com.au/fileadmin/_processed_/f/6/csm_1000341-5_REDUCTIONS_FUTURE-PRICE-_RND5__1x1_228x128__bdc1ba4990.jpg,13,0.4,32.5
Green Action Toilet Cleaner,https://www.aldi.com.au/en/groceries/price-reductions/reductions-detail/ps/p/green-action-toilet-cleaner-700ml/,https://www.aldi.com.au/fileadmin/_processed_/7/f/csm_1000341-5_REDUCTIONS_FUTURE-PRICE-_RND5__1x1_228x128_4_9eec2821f6.jpg,2.3,0.7,3.29
Inner Goodness Oat Milk,https://www.aldi.com.au/en/groceries/price-reductions/reductions-detail/ps/p/inner-goodness-oat-milk-1l/,https://www.aldi.com.au/fileadmin/_processed_/a/a/csm_1000341-1_REDUCTIONS_FUTURE-PRICE-_RND3__1x1_228x128__dde1653925.jpg,2.2,1,2.2
Inner Goodness Unsweetened Almond Milk,https://www.aldi.com.au/en/groceries/price-reductions/reductions-detail/ps/p/inner-goodness-unsweetened-almond-milk-1l/,https://www.aldi.com.au/fileadmin/_processed_/8/4/csm_1000341-1_REDUCTIONS_FUTURE-PRICE-_RND3__1x1_228x128_2_91119c8c5d.jpg,2.2,1,2.2
Forresters Natural Macadamias,https://www.aldi.com.au/en/groceries/price-reductions/reductions-detail/ps/p/forresters-natural-macadamias-400g/,https://www.aldi.com.au/fileadmin/_processed_/c/3/csm_1000341-1_REDUCTIONS_FUTURE-PRICE-_RND3__1x1_228x128_4_19d8d80b39.jpg,13,0.4,32.5
Who Gives a Crap Bamboo Toilet Paper,https://www.aldi.com.au/en/groceries/price-reductions/reductions-detail/ps/p/who-gives-a-crap-bamboo-toilet-paper-12pk/,https://www.aldi.com.au/fileadmin/_processed_/6/3/csm_1000341-1_REDUCTIONS_FUTURE-PRICE-_RND2__1x1_228x128__7fcc0766bb.jpg,14,11.966,1.17
Who Gives a Crap Recycled Toilet Paper,https://www.aldi.com.au/en/groceries/price-reductions/reductions-detail/ps/p/who-gives-a-crap-recycled-toilet-paper-12pk/,https://www.aldi.com.au/fileadmin/_processed_/4/1/csm_1000341-1_REDUCTIONS_FUTURE-PRICE-_RND2__1x1_228x128_2_e415048b34.jpg,13,12.037,1.08
Berg Shredded Ham 2 x,https://www.aldi.com.au/en/groceries/price-reductions/reductions-detail/ps/p/berg-shredded-ham-2-x-150g/,https://www.aldi.com.au/fileadmin/_processed_/3/9/csm_1000341-1_REDUCTIONS_FUTURE-PRICE-_RND2__1x1_228x128_4_a6c6d0502e.jpg,3.5,0.15,23.33
