name,url,img,price,quantity,unitPrice,servingSize,kilojoules,protein,fat,fatSaturated,carb,sugar,sodium
Greek Style Strawberry Yoghurt Pouch,https://www.coles.com.au/product/farmers-union-greek-style-strawberry-yoghurt-pouch-130g-3251415,https://productimages.coles.com.au/productimages/3/3251415.jpg,2,0.13,15.4,0.13,376,5,2.9,1.9,10.7,10.2,50
Greek Style Mango Yoghurt Pouch,https://www.coles.com.au/product/farmers-union-greek-style-mango-yoghurt-pouch-130g-3305810,https://productimages.coles.com.au/productimages/3/3305810.jpg,2,0.13,15.4,0.13,364,4.9,2.9,1.9,10,9.7,50
Greek Style Passionfruit Yoghurt Pouch,https://www.coles.com.au/product/farmers-union-greek-style-passionfruit-yoghurt-pouch-130g-3306765,https://productimages.coles.com.au/productimages/3/3306765.jpg,2,0.13,15.4,0.13,382,5,2.9,1.9,11.1,10.7,51
Yoghurt Peach 130g,https://www.coles.com.au/product/farmers-union-yoghurt-peach-130g-130g-3830911,https://productimages.coles.com.au/productimages/3/3830911.jpg,2,0.13,15.4,0.13,373,4.9,2.9,1.9,10.6,10.1,49
Yoghurt Mango,https://www.coles.com.au/product/liddells-yoghurt-mango-700g-4339511,https://productimages.coles.com.au/productimages/4/4339511.jpg,7.8,0.7,11.1,0.14,375,4.1,2.9,1.9,11.6,10.3,42
Yoghurt Vanilla Bean,https://www.coles.com.au/product/liddells-yoghurt-vanilla-bean-700g-4339533,https://productimages.coles.com.au/productimages/4/4339533.jpg,7.8,0.7,11.1,0.14,408,4,2.9,1.9,13.7,12.2,43
Thickened Cream,https://www.coles.com.au/product/coles-thickened-cream-300ml-246973,https://productimages.coles.com.au/productimages/2/246973.jpg,2.8,0.3,9.3,0.02,1382.38,2.14,,,3,3,23
Light Thickened Cream,https://www.coles.com.au/product/coles-light-thickened-cream-300ml-5033765,https://productimages.coles.com.au/productimages/5/5033765.jpg,2.8,0.3,9.3,0.02,801.8,3,,,3.9,3.7,32
Zymil Chocolate Flavoured Milk,https://www.coles.com.au/product/pauls-zymil-chocolate-flavoured-milk-400ml-3187724,https://productimages.coles.com.au/productimages/3/3187724.jpg,3.8,0.4,9.5,0.4,318,3.3,3.1,2,8.5,8.4,40
Olive Spread,https://www.coles.com.au/product/nuttelex-olive-spread-500g-5384679,https://productimages.coles.com.au/productimages/5/5384679.jpg,5.25,0.5,10.5,0.01,2430,,65,17.8,,,340
Smooth Classic Hommus Dip,https://www.coles.com.au/product/obela-smooth-classic-hommus-dip-1kg-3048218,https://productimages.coles.com.au/productimages/3/3048218.jpg,9.5,1,9.5,0.065,1093,8,18.7,2.3,12.9,1,478
Smooth Ricotta,https://www.coles.com.au/product/coles-smooth-ricotta-375g-2212666,https://productimages.coles.com.au/productimages/2/2212666.jpg,3.6,0.375,9.6,0.03,561.5,9,,,3.6,3.6,
Light Ricotta,https://www.coles.com.au/product/coles-light-ricotta-375g-2212688,https://productimages.coles.com.au/productimages/2/2212688.jpg,3.6,0.375,9.6,0.03,391.6,7.7,5.3,3.5,3.8,3.7,180
Original Butter Blend,https://www.coles.com.au/product/coles-dairy-original-butter-blend-500g-5469035,https://productimages.coles.com.au/productimages/5/5469035.jpg,4.85,0.5,9.7,10,2062.3,0.1,,,0.4,0.4,383
Spreadable Dairy Blend,https://www.coles.com.au/product/coles-spreadable-dairy-blend-750g-4655180,https://productimages.coles.com.au/productimages/4/4655180.jpg,7.3,0.75,9.7,0.005,2217,0.5,,,1.5,0.8,380
Liberty Cage Free Eggs 12 Pack,https://www.coles.com.au/product/pace-farm-liberty-cage-free-eggs-12-pack-600g-7007096,https://productimages.coles.com.au/productimages/7/7007096.jpg,5.85,0.6,9.8,,,,,,,,
The Ultimate Golden Honey Yoghurt 4x115g,https://www.coles.com.au/product/danone-the-ultimate-golden-honey-yoghurt-4x115g-4-pack-3310139,https://productimages.coles.com.au/productimages/3/3310139.jpg,4.5,4,9.8,0.115,622,3.1,8.3,5,15.4,15,31
The Ultimate Succulent Strawberry Yoghurt 4x115g,https://www.coles.com.au/product/danone-the-ultimate-succulent-strawberry-yoghurt-4x115g-4-pack-3310140,https://productimages.coles.com.au/productimages/3/3310140.jpg,4.5,4,9.8,0.115,594,3.2,8.1,4.9,14,13.7,29
The Ultimate Blueberry Yoghurt 4x115g,https://www.coles.com.au/product/danone-the-ultimate-blueberry-yoghurt-4x115g-4-pack-3310150,https://productimages.coles.com.au/productimages/3/3310150.jpg,4.5,4,9.8,0.115,612,3.1,8,4.8,15.4,15,32
Ultimate Greek Yoghurt Limited Edition 4 pack,https://www.coles.com.au/product/danone-ultimate-greek-yoghurt-limited-edition-4-pack-460g-3310161,https://productimages.coles.com.au/productimages/3/3310161.jpg,4.5,0.46,9.8,0.115,615,3.1,8.2,5,15.2,14.8,81
The Ultimate Black Cherry Yoghurt 4x115g,https://www.coles.com.au/product/danone-the-ultimate-black-cherry-yoghurt-4x115g-4-pack-3310183,https://productimages.coles.com.au/productimages/3/3310183.jpg,4.5,4,9.8,0.115,598,3.1,7.9,4.8,14.3,13.9,33
The Ultimate Tropical Mango Yoghurt 4x115g,https://www.coles.com.au/product/danone-the-ultimate-tropical-mango-yoghurt-4x115g-4-pack-3310194,https://productimages.coles.com.au/productimages/3/3310194.jpg,4.5,4,9.8,0.115,602,3.1,8,4.8,14.8,14.4,32
Le Rice Classic Vanilla Dessert 2x150g,https://www.coles.com.au/product/yoplait-le-rice-classic-vanilla-dessert-2x150g-2-pack-5748855,https://productimages.coles.com.au/productimages/5/5748855.jpg,3.5,2,11.7,0.15,456,2.8,2.7,1.8,18.1,11.3,66
Light Thickened Cooking Cream,https://www.coles.com.au/product/bulla-light-thickened-cooking-cream-300ml-5823407,https://productimages.coles.com.au/productimages/5/5823407.jpg,2.95,0.3,9.8,0.02,768,2.8,17.3,12.1,4.8,3.6,37
Kitchen Chicken & Corn Soup,https://www.coles.com.au/product/coles-kitchen-chicken-and-corn-soup-300g-3467403,https://productimages.coles.com.au/productimages/3/3467403.jpg,3,0.3,10,0.3,259,5.8,2.2,,3.6,1.6,200
Kitchen Chicken Noodle Soup,https://www.coles.com.au/product/coles-kitchen-chicken-noodle-soup-300g-3467414,https://productimages.coles.com.au/productimages/3/3467414.jpg,3,0.3,10,0.3,171,3.3,,1,5,0.9,170
Kitchen Butternut Pumpkin Soup,https://www.coles.com.au/product/coles-kitchen-butternut-pumpkin-soup-300g-3467447,https://productimages.coles.com.au/productimages/3/3467447.jpg,3,0.3,10,0.3,275,1,,2.2,4.1,3.8,120
Kitchen Tomato & Basil Soup,https://www.coles.com.au/product/coles-kitchen-tomato-and-basil-soup-300g-3467469,https://productimages.coles.com.au/productimages/3/3467469.jpg,3,0.3,10,0.3,178.6,1.4,,,5.8,4.3,
Kitchen Pea & Ham Soup,https://www.coles.com.au/product/coles-kitchen-pea-and-ham-soup-300g-3467470,https://productimages.coles.com.au/productimages/3/3467470.jpg,3,0.3,10,0.3,453.3,6.6,,,12.2,1.2,220
Kitchen Beef Vegetable And Barley Soup,https://www.coles.com.au/product/coles-kitchen-beef-vegetable-and-barley-soup-300g-3766787,https://productimages.coles.com.au/productimages/3/3766787.jpg,3,0.3,10,0.3,256.2,3.5,,,6.2,0.8,240
Kitchen Broccoli Cauliflower & Parmesan Soup,https://www.coles.com.au/product/coles-kitchen-broccoli-cauliflower-and-parmesan-soup-300g-3766798,https://productimages.coles.com.au/productimages/3/3766798.jpg,3,0.3,10,0.3,205,1.3,3.3,,5.1,1,190
Kitchen Chicken Laksa Soup,https://www.coles.com.au/product/coles-kitchen-chicken-laksa-soup-300g-4215790,https://productimages.coles.com.au/productimages/4/4215790.jpg,3,0.3,10,0.3,,3.9,,,5.7,2.1,180
Kitchen Ultra Green Soup,https://www.coles.com.au/product/coles-kitchen-ultra-green-soup-300g-4215825,https://productimages.coles.com.au/productimages/4/4215825.jpg,3,0.3,10,0.3,187.1,2.4,,,2,1.1,214.07
Nature'S Kitchen Minestrone Soup,https://www.coles.com.au/product/coles-nature's-kitchen-minestrone-soup-300g-4215836,https://productimages.coles.com.au/productimages/4/4215836.jpg,3,0.3,10,0.3,,1.5,,1,,2.2,170
Kitchen Singapore Egg Noodles,https://www.coles.com.au/product/coles-kitchen-singapore-egg-noodles-300g-5578303,https://productimages.coles.com.au/productimages/5/5578303.jpg,2.5,0.3,8.3,0.15,1180,12.2,1.4,,53.3,0.8,350
Kitchen Ramen Noodles,https://www.coles.com.au/product/coles-kitchen-ramen-noodles-300g-5578369,https://productimages.coles.com.au/productimages/5/5578369.jpg,2.5,0.3,8.3,0.15,770,6.3,2.1,1,33.6,1.4,79
Kitchen Tomato Pizza Base,https://www.coles.com.au/product/coles-kitchen-tomato-pizza-base-300g-6187447,https://productimages.coles.com.au/productimages/6/6187447.jpg,3,0.3,10,4,980.9,7.3,4.9,0.5,37.1,5.8,410
Thick & Creamy Yoghurt Strawberry,https://www.coles.com.au/product/dairy-farmers-thick-and-creamy-yoghurt-strawberry-440g-4339577,https://productimages.coles.com.au/productimages/4/4339577.jpg,4.4,0.44,10,0.11,477,3.6,6.3,4.1,10.7,10.5,41
Thick & Creamy Yoghurt Mango Passionfruit,https://www.coles.com.au/product/dairy-farmers-thick-and-creamy-yoghurt-mango-passionfruit-440g-4339588,https://productimages.coles.com.au/productimages/4/4339588.jpg,4.4,0.44,10,0.11,504,3.6,6.3,4.1,12.1,12,41
Thick & Creamy Yoghurt Vanilla,https://www.coles.com.au/product/dairy-farmers-thick-and-creamy-yoghurt-vanilla-440g-4339599,https://productimages.coles.com.au/productimages/4/4339599.jpg,4.4,0.44,10,0.11,503,3.5,6.3,4.1,12.5,12,41
Rice Pudding,https://www.coles.com.au/product/wicked-sister-rice-pudding-500g-1495419,https://productimages.coles.com.au/productimages/1/1495419.jpg,5,0.5,10,0.125,630,2.8,5.5,3.8,21.9,14,22
Cheese Slices Processed,https://www.coles.com.au/product/coles-dairy-cheese-slices-processed-500g-244242,https://productimages.coles.com.au/productimages/2/244242.jpg,5,0.5,10,0.021,1156.9,16.8,,,1.8,0.6,1280
Cholesterol Lowering Spread,https://www.coles.com.au/product/coles-cholesterol-lowering-spread-500g-3162734,https://productimages.coles.com.au/productimages/3/3162734.jpg,5,0.5,10,10,2383.22,0.2,,,0.7,0.64,380
Dairy Free Natural Coconut Yoghurt,https://www.coles.com.au/product/cocobella-dairy-free-natural-coconut-yoghurt-500g-3246404,https://productimages.coles.com.au/productimages/3/3246404.jpg,6,0.5,12,0.125,541,0.9,9.7,8.7,6.5,2,15
Dairy Free Vanilla Coconut Yoghurt,https://www.coles.com.au/product/cocobella-dairy-free-vanilla-coconut-yoghurt-500g-3246415,https://productimages.coles.com.au/productimages/3/3246415.jpg,6,0.5,12,0.125,564,0.8,8.4,7.5,11.4,5.5,14
Dairy Free Mango Coconut Yoghurt,https://www.coles.com.au/product/cocobella-dairy-free-mango-coconut-yoghurt-500g-3246437,https://productimages.coles.com.au/productimages/3/3246437.jpg,6,0.5,12,0.125,558,0.8,8.3,7.4,11.1,5.4,14
Potato Gnocchi,https://www.coles.com.au/product/grand-italian-potato-gnocchi-500g-3776882,https://productimages.coles.com.au/productimages/3/3776882.jpg,5.6,0.5,11.2,0.125,552,4.7,0.6,0.1,25.4,3,165
Coconut Yoghurt Mixed Berries,https://www.coles.com.au/product/cocobella-coconut-yoghurt-mixed-berries-500g-4332374,https://productimages.coles.com.au/productimages/4/4332374.jpg,6,0.5,12,0.125,547,0.9,8.2,7.3,11.2,5.5,14
Dairy Cheese Slices Processed Lite 24 Pack,https://www.coles.com.au/product/coles-dairy-cheese-slices-processed-lite-24-pack-500g-5164639,https://productimages.coles.com.au/productimages/5/5164639.jpg,5,0.5,10,0.021,966.5,18.8,,,3.4,3.4,1380
Hommus Dip,https://www.coles.com.au/product/black-swan-hommus-dip-500g-6002734,https://productimages.coles.com.au/productimages/6/6002734.jpg,6,0.5,12,0.01,986,6.2,16.6,1.4,13.2,3.2,405
Hearty Chicken Soup,https://www.coles.com.au/product/dari's-hearty-chicken-soup-550g-1196600,https://productimages.coles.com.au/productimages/1/1196600.jpg,6.85,0.55,12.5,0.275,106,2.6,0.4,0.1,2.7,0.8,315
Chicken Noodle Soup,https://www.coles.com.au/product/dari's-chicken-noodle-soup-550g-1196611,https://productimages.coles.com.au/productimages/1/1196611.jpg,6.85,0.55,12.5,0.275,107,2.3,0.4,0.1,3.2,0.7,339
Lentil Soup,https://www.coles.com.au/product/dari's-lentil-soup-550g-2885601,https://productimages.coles.com.au/productimages/2/2885601.jpg,6.85,0.55,12.5,0.275,269,4.1,0.5,0.1,10.6,0.8,293
Chicken And Corn Soup,https://www.coles.com.au/product/dari's-chicken-and-corn-soup-550g-3756284,https://productimages.coles.com.au/productimages/3/3756284.jpg,6.85,0.55,12.5,0.275,158,2.8,1.3,0.7,3.7,1.3,339
Beef & Barley Soup,https://www.coles.com.au/product/dari's-beef-and-barley-soup-550g-5062774,https://productimages.coles.com.au/productimages/5/5062774.jpg,6.85,0.55,12.5,0.275,210,5.8,0.7,0.3,5,1.1,265
Chunky Minestrone Soup,https://www.coles.com.au/product/dari's-chunky-minestrone-soup-550g-5063824,https://productimages.coles.com.au/productimages/5/5063824.jpg,6.85,0.55,12.5,0.275,141,1.2,0.5,0.2,6,1.9,428
Creamy Pumpkin Soup,https://www.coles.com.au/product/dari's-creamy-pumpkin-soup-550g-6257418,https://productimages.coles.com.au/productimages/6/6257418.jpg,6.85,0.55,12.5,,,,,,,,
Pea & Ham Soup,https://www.coles.com.au/product/dari's-pea-and-ham-soup-550g-6257553,https://productimages.coles.com.au/productimages/6/6257553.jpg,6.85,0.55,12.5,,,,,,,,
Hearty Vegetable Soup,https://www.coles.com.au/product/dari's-hearty-vegetable-soup-550g-7895067,https://productimages.coles.com.au/productimages/7/7895067.jpg,6.85,0.55,12.5,0.275,122,1,0.4,,5.3,2,358
Classic Pumpkin Soup,https://www.coles.com.au/product/dari's-classic-pumpkin-soup-550g-7895078,https://productimages.coles.com.au/productimages/7/7895078.jpg,6.85,0.55,12.5,0.275,84,0.5,0.2,0.1,4,2.3,210
Thickened Cream,https://www.coles.com.au/product/bulla-thickened-cream-600ml-381312,https://productimages.coles.com.au/productimages/3/381312.jpg,6,0.6,10,0.02,1420,2,35.2,24.9,3.1,2.9,21
Organic Honey & Cinnamon Yoghurt,https://www.coles.com.au/product/five:am-organic-honey-and-cinnamon-yoghurt-700g-1436103,https://productimages.coles.com.au/productimages/1/1436103.jpg,5.5,0.7,7.9,0.15,497,4.5,5.3,3.4,13.1,12.6,64
Organic Natural Yoghurt,https://www.coles.com.au/product/five:am-organic-natural-yoghurt-700g-1436114,https://productimages.coles.com.au/productimages/1/1436114.jpg,5.5,0.7,7.9,0.15,351,4.7,4.6,3,5.1,4.6,66
Organic Vanilla Bean Yoghurt,https://www.coles.com.au/product/five:am-organic-vanilla-bean-yoghurt-700g-1436125,https://productimages.coles.com.au/productimages/1/1436125.jpg,5.5,0.7,7.9,0.15,474,4.5,5.3,3.4,11.2,10.4,90
Queen Foodbank Free Range Eggs 12 pack,https://www.coles.com.au/product/sunny-queen-foodbank-free-range-eggs-12-pack-700g-5341483,https://productimages.coles.com.au/productimages/5/5341483.jpg,7,0.7,10,,,,,,,,
Coconut Natural Yoghurt,https://www.coles.com.au/product/cocobella-coconut-natural-yoghurt-900g-3825230,https://productimages.coles.com.au/productimages/3/3825230.jpg,9,0.9,10,0.15,541,0.9,9.7,8.7,6.5,2,15
Coconut Yoghurt Vanilla,https://www.coles.com.au/product/cocobella-coconut-yoghurt-vanilla-900g-4332385,https://productimages.coles.com.au/productimages/4/4332385.jpg,9,0.9,10,0.15,564,0.8,8.4,7.5,11.4,5.5,14
Malt Extract,https://www.coles.com.au/product/saunders-malt-extract-1kg-173530,https://productimages.coles.com.au/productimages/1/173530.jpg,10,1,10,0.035,1340,5,,,75,49,40
Full Cream Milk Powder,https://www.coles.com.au/product/coles-full-cream-milk-powder-1kg-7910535,https://productimages.coles.com.au/productimages/7/7910535.jpg,10,1,10,0.25,302.7,3.5,4,2.7,5.6,,47
Fat Free Instant Skim Milk Powder,https://www.coles.com.au/product/coles-fat-free-instant-skim-milk-powder-1kg-7910660,https://productimages.coles.com.au/productimages/7/7910660.jpg,10,1,10,0.25,153.3,3.5,0.1,0.07,5.3,,45
Mega Hit Iced Long Black Coffee,https://www.coles.com.au/product/cafe-peak-mega-hit-iced-long-black-coffee-240ml-5443541,https://productimages.coles.com.au/productimages/5/5443541.jpg,2.4,0.24,10,,,,,,,,
Mini Dark Brown Sugar Mantou,https://www.coles.com.au/product/seng-hork-mini-dark-brown-sugar-mantou-550g-5212980,https://productimages.coles.com.au/productimages/5/5212980.jpg,5.6,0.55,10.2,,,,,,,,
Free Range Natural Living Extra Large Eggs 12 pack,https://www.coles.com.au/product/pace-farm-free-range-natural-living-extra-large-eggs-12-pack-700g-8736750,https://productimages.coles.com.au/productimages/8/8736750.jpg,7.15,0.7,10.2,0.104,596,12.2,9.9,3.3,1.3,0.3,136
Short Cut Bacon,https://www.coles.com.au/product/thomson's-deli-short-cut-bacon-1.25kg-3930439,https://productimages.coles.com.au/productimages/3/3930439.jpg,12.8,1.25,10.24,,,,,,,,
Middle Bacon,https://www.coles.com.au/product/thomson's-deli-middle-bacon-1kg-1028220,https://productimages.coles.com.au/productimages/1/1028220.jpg,10.25,1,10.25,0.05,1140,14.8,22.5,8.8,2.1,1.1,1090
Free Range Extra Large Eggs 12 pack,https://www.coles.com.au/product/sunny-queen-free-range-extra-large-eggs-12-pack-700g-5417789,https://productimages.coles.com.au/productimages/5/5417789.jpg,7.2,0.7,10.3,0.104,596,12.2,9.9,3.3,1.3,0.3,136
Vitamin D3 Enriched Free Range Eggs 12 Pack,https://www.coles.com.au/product/pace-farm-vitamin-d3-enriched-free-range-eggs-12-pack-700g-5330352,https://productimages.coles.com.au/productimages/5/5330352.jpg,7.25,0.7,10.4,0.104,596,12.2,9.9,3.3,1.3,0.3,136
Chicken & Corn Soup,https://www.coles.com.au/product/dari's-chicken-and-corn-soup-1.2kg-6258545,https://productimages.coles.com.au/productimages/6/6258545.jpg,12.45,1.2,10.4,0.3,158,2.8,1.3,0.7,3.7,1.3,339
Creamy Pumpkin Soup,https://www.coles.com.au/product/dari's-creamy-pumpkin-soup-1.2kg-6258680,https://productimages.coles.com.au/productimages/6/6258680.jpg,9,1.2,7.5,0.3,133,0.5,1.3,0.9,4.1,3.1,221
Classic Chicken Noodle Soup,https://www.coles.com.au/product/dari's-classic-chicken-noodle-soup-1.2kg-6258807,https://productimages.coles.com.au/productimages/6/6258807.jpg,9,1.2,7.5,300,197,6.8,0.7,0.2,3,0.8,312
Lentil Soup,https://www.coles.com.au/product/dari's-lentil-soup-1.2kg-6360042,https://productimages.coles.com.au/productimages/6/6360042.jpg,12.45,1.2,10.4,0.3,269,4.1,0.5,0.1,10.6,0.8,293
Cooking Margarine,https://www.coles.com.au/product/fairy-cooking-margarine-250g-189279,https://productimages.coles.com.au/productimages/1/189279.jpg,2.6,0.25,10.4,0.01,3040,1,81.7,37.4,1,1,1300
Kitchen Cheese & Garlic Baguette,https://www.coles.com.au/product/coles-kitchen-cheese-and-garlic-baguette-250g-3766426,https://productimages.coles.com.au/productimages/3/3766426.jpg,2.6,0.25,10.4,2,1383.4,8.9,,,35,2.5,527
Original Spread,https://www.coles.com.au/product/nuttelex-original-spread-500g-209161,https://productimages.coles.com.au/productimages/2/209161.jpg,4.7,0.5,9.4,0.01,2400,,63,16.3,,,340
Buttery Spread,https://www.coles.com.au/product/nuttelex-buttery-spread-500g-3056920,https://productimages.coles.com.au/productimages/3/3056920.jpg,4.7,0.5,9.4,0.01,2400,,65,16.9,,,340
Kosher Spread Tub,https://www.coles.com.au/product/nuttelex-kosher-spread-tub-500g-496788,https://productimages.coles.com.au/productimages/4/496788.jpg,5.2,0.5,10.4,0.01,2430,,65,17.6,,,340
Cottage Pie,https://www.coles.com.au/product/coles-cottage-pie-1.2kg-5071200,https://productimages.coles.com.au/productimages/5/5071200.jpg,12.5,1.2,10.4,0.3,365.7,4.1,4.3,2.5,5.7,1.3,220
Free Range Big Brekkie Browns Eggs 12 pack,https://www.coles.com.au/product/sunny-queen-free-range-big-brekkie-browns-eggs-12-pack-820g-3428401,https://productimages.coles.com.au/productimages/3/3428401.jpg,8.6,0.82,10.5,0.122,596,12.2,9.9,3.3,1.3,0.3,136
Natural Living Eggs Free Range 12 pack,https://www.coles.com.au/product/pace-farm-natural-living-eggs-free-range-12-pack-800g-8736885,https://productimages.coles.com.au/productimages/8/8736885.jpg,8.4,0.8,10.5,0.118,596,12.2,9.9,3.3,1.3,0.3,136
Margarine Spread Original,https://www.coles.com.au/product/flora-margarine-spread-original-500g-189406,https://productimages.coles.com.au/productimages/1/189406.jpg,4.75,0.5,9.5,0.01,2340,1,63.1,15.8,1,1,450
Margarine Spread Light,https://www.coles.com.au/product/flora-margarine-spread-light-500g-87643,https://productimages.coles.com.au/productimages/8/87643.jpg,4.75,0.5,9.5,0.01,1780,0.1,47.2,11.8,1,1,350
Smoothie Dutch Chocolate,https://www.coles.com.au/product/rokeby-farms-smoothie-dutch-chocolate-425ml-1944192,https://productimages.coles.com.au/productimages/1/1944192.jpg,4.5,0.425,10.59,0.425,282,7.1,1.5,1.1,6.4,5.9,25
Nas Banana Honey Cinnamon Smoothie,https://www.coles.com.au/product/rokeby-farms-nas-banana-honey-cinnamon-smoothie-425ml-3905307,https://productimages.coles.com.au/productimages/3/3905307.jpg,4.5,0.425,10.59,0.425,249,7.1,1.5,1.1,4.4,3.9,26
Chocolate Honeycomb Protein Smoothie,https://www.coles.com.au/product/rokeby-farms-chocolate-honeycomb-protein-smoothie-425ml-3907335,https://productimages.coles.com.au/productimages/3/3907335.jpg,4.5,0.425,10.59,,,,,,,,
Protein Smoothie Vanilla Wafer,https://www.coles.com.au/product/rokeby-farms-protein-smoothie-vanilla-wafer-425ml-6248519,https://productimages.coles.com.au/productimages/6/6248519.jpg,4.5,0.425,10.59,0.425,238,7.1,1.5,1.1,4.3,3.9,26
Spreadable Dairy Blend,https://www.coles.com.au/product/coles-spreadable-dairy-blend-500g-4654086,https://productimages.coles.com.au/productimages/4/4654086.jpg,5.3,0.5,10.6,0.005,2228.1,0.5,,,1.5,0.8,380
Crème Caramel Dessert 2 pack,https://www.coles.com.au/product/divine-classic-creme-caramel-dessert-2-pack-150g-242917,https://productimages.coles.com.au/productimages/2/242917.jpg,3.2,0.15,10.7,0.15,527,4.1,3.9,2.5,18.4,17.7,53
Lasagne Sheets Pasta,https://www.coles.com.au/product/coles-lasagne-sheets-pasta-375g-7712156,https://productimages.coles.com.au/productimages/7/7712156.jpg,4,0.375,10.7,93,1205.6,12.9,1.5,1,53.2,0.9,7
Squeezie Strawberry Yoghurt Pouch,https://www.coles.com.au/product/coles-squeezie-strawberry-yoghurt-pouch-70g-1013471,https://productimages.coles.com.au/productimages/1/1013471.jpg,0.75,0.07,10.7,0.07,352.4,3.8,,1.1,12.9,8.5,41
Squeezie Banana Yoghurt Pouch,https://www.coles.com.au/product/coles-squeezie-banana-yoghurt-pouch-70g-1013493,https://productimages.coles.com.au/productimages/1/1013493.jpg,0.75,0.07,10.7,0.07,308.6,4.2,,1.4,10.5,7.8,30
Squeezie Vanilla Yoghurt Pouch,https://www.coles.com.au/product/coles-squeezie-vanilla-yoghurt-pouch-70g-1013675,https://productimages.coles.com.au/productimages/1/1013675.jpg,0.75,0.07,10.7,0.07,322.2,4.1,,1.1,11.4,7.6,29
Squeezie Blueberry Yoghurt Pouch,https://www.coles.com.au/product/coles-squeezie-blueberry-yoghurt-pouch-70g-3049742,https://productimages.coles.com.au/productimages/3/3049742.jpg,0.75,0.07,10.7,0.07,289.3,3.7,,1,10.3,7.4,30
Greek Style Vanilla Bean Yoghurt,https://www.coles.com.au/product/tamar-valley-greek-style-vanilla-bean-yoghurt-700g-2980012,https://productimages.coles.com.au/productimages/2/2980012.jpg,6,0.7,8.6,0.1,576,5.3,5,3.3,17.7,13.8,42
Yopro Vanilla Yoghurt,https://www.coles.com.au/product/danone-yopro-vanilla-yoghurt-700g-3246914,https://productimages.coles.com.au/productimages/3/3246914.jpg,7.5,0.7,10.7,0.16,243,9.5,0.3,0.2,4.1,3.2,41
Yopro Strawberry Yoghurt Tub,https://www.coles.com.au/product/danone-yopro-strawberry-yoghurt-tub-700g-3538818,https://productimages.coles.com.au/productimages/3/3538818.jpg,7.5,0.7,10.7,0.16,243,9.6,0.3,0.2,4,3.3,41
The Creamery Yoghurt Strawberries & Cream,https://www.coles.com.au/product/tamar-valley-the-creamery-yoghurt-strawberries-and-cream-700g-4345015,https://productimages.coles.com.au/productimages/4/4345015.jpg,6,0.7,8.6,0.1,571,5.2,4.8,3.2,17.8,15.6,59
The Creamery Yoghurt Mangoes & Cream,https://www.coles.com.au/product/tamar-valley-the-creamery-yoghurt-mangoes-and-cream-700g-4345037,https://productimages.coles.com.au/productimages/4/4345037.jpg,6,0.7,8.6,0.1,583,5.2,4.9,3.2,18.4,16.2,59
The Creamery Yoghurt Blueberries & Cream,https://www.coles.com.au/product/tamar-valley-the-creamery-yoghurt-blueberries-and-cream-700g-4345401,https://productimages.coles.com.au/productimages/4/4345401.jpg,6,0.7,8.6,0.1,579,5.2,4.8,3.2,18.3,15.9,60
Yopro Yoghurt Salted Caramel,https://www.coles.com.au/product/danone-yopro-yoghurt-salted-caramel-700g-4935052,https://productimages.coles.com.au/productimages/4/4935052.jpg,7.5,0.7,10.7,0.16,247,9.5,0.5,0.4,3.9,3.2,85
The Creamery Peaches & Cream,https://www.coles.com.au/product/tamar-valley-the-creamery-peaches-and-cream-700g-4935530,https://productimages.coles.com.au/productimages/4/4935530.jpg,6,0.7,8.6,0.1,576,5.2,4.8,3.2,18.1,15.8,59
Dy Pasta Sauce Italian Tomato Garlic,https://www.coles.com.au/product/latina-dy-pasta-sauce-italian-tomato-garlic-700g-8999421,https://productimages.coles.com.au/productimages/8/8999421.jpg,7.5,0.7,10.7,0.116,201,1.3,2,0.2,5.6,4.5,270
Coconut Yoghurt Vanilla,https://www.coles.com.au/product/coles-coconut-yoghurt-vanilla-500g-5318980,https://productimages.coles.com.au/productimages/5/5318980.jpg,5.4,0.5,10.8,100,647.9,0.9,,,3.6,2.4,4.4
Sour Cream,https://www.coles.com.au/product/coles-sour-cream-300g-3676946,https://productimages.coles.com.au/productimages/3/3676946.jpg,3.25,0.3,10.8,0.05,1401.1,2.1,,,2.6,2.4,24
Light Sour Cream,https://www.coles.com.au/product/coles-light-sour-cream-300g-3676979,https://productimages.coles.com.au/productimages/3/3676979.jpg,3.25,0.3,10.8,0.05,783.42,3.1,,,4.2,3.5,36
Kitchen Garlic Naan 2,https://www.coles.com.au/product/coles-kitchen-garlic-naan-2-360g-3769990,https://productimages.coles.com.au/productimages/3/3769990.jpg,3.9,0.36,10.8,2,1351.2,9.5,,,41.2,4,420
Free Range Eggs 12 pack,https://www.coles.com.au/product/lucky-chicken-free-range-eggs-12-pack-700g-2837132,https://productimages.coles.com.au/productimages/2/2837132.jpg,7.6,0.7,10.9,104,596,12.2,9.9,3.3,1.3,0.3,136
Pro-B  Milk Drink Fermented,https://www.coles.com.au/product/coles-pro-b-milk-drink-fermented-305ml-8870550,https://productimages.coles.com.au/productimages/8/8870550.jpg,3.35,0.305,10.98,61,285.75,1.1,0.05,,15.6,14.6,8.6
Free Range Large Eggs 18 pack,https://www.coles.com.au/product/sunny-queen-free-range-large-eggs-18-pack-900g-8953577,https://productimages.coles.com.au/productimages/8/8953577.jpg,9.9,0.9,11,0.09,596,12.2,9.9,3.3,1.3,0.3,136
